"filename", "language", "C++", "CMake", "Markdown", "Python", "Verilog", "Tcl", "Rust", "Shell Script", "YAML", "Xilinx Design Constraints", "System Verilog", "Synopsys Design Constraints", "VHDL", "JSON", "XML", "Batch", "C", "Objective-C++", "Objective-C", "GLSL", "Properties", "reStructuredText", "PostCSS", "pip requirements", "Ini", "HTML", "SCSS", "comment", "blank", "total"
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/.github/workflows/test.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 357
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/.github/workflows/test_legacy.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 80
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/CMakeLists.txt", "CMake", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 136
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/README.md", "Markdown", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 41
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/RELEASES.md", "Markdown", 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 466
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/cmake/Corrosion.cmake", "CMake", 0, 1664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 1911
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/cmake/CorrosionGenerator.cmake", "CMake", 0, 275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 314
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/cmake/FindRust.cmake", "CMake", 0, 757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 834
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/doc/src/SUMMARY.md", "Markdown", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/doc/src/advanced.md", "Markdown", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 100
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/doc/src/common_issues.md", "Markdown", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 89
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/doc/src/ffi_bindings.md", "Markdown", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 44
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/doc/src/introduction.md", "Markdown", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/doc/src/quick_start.md", "Markdown", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/doc/src/setup_corrosion.md", "Markdown", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 90
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/doc/src/usage.md", "Markdown", 0, 0, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 321
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/generator/CMakeLists.txt", "CMake", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 65
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/generator/src/main.rs", "Rust", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 96
"/home/morit/Studium/Master/Forschungsprojekt/nextpnr/3rdparty/corrosion/generator/src/subcommands/gen_cmake.rs", "Rust", 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 161
